uid,info
201,"性别:女,年级:大二,专业:美术,爱好:缝纫,标签:技术大牛 社交牛逼症 可爱"
202,"性别:女,年级:研三,专业:计算机,爱好:绘画 机械 足球 跑步 围棋,标签:社恐星人 运动达人"
203,"性别:男,年级:研二,专业:电气,爱好:羽毛球 足球 围棋 种植,标签:早睡早起"
204,"性别:女,年级:大三,专业:法学,爱好:种植 足球 舞蹈 音乐 绘画,标签:社交普通型 宅属性 段子手"
205,"性别:女,年级:大三,专业:医学,爱好:剪纸 机械 围棋 音乐 跑步,标签:镇圈大佬 吃货 运动达人 早睡早起"
206,"性别:女,年级:研二,专业:医学,爱好:绘画 编程 缝纫 天文,标签:作息规律"
207,"性别:女,年级:博士,专业:会计,爱好:音乐 围棋 天文,标签:宅属性 技术大牛 运动达人 温和 社交普通型"
208,"性别:男,年级:大一,专业:美术,爱好:剪纸 围棋 音乐 绘画,标签:社交普通型 高冷"
209,"性别:男,年级:研二,专业:计算机,爱好:骑行 编程 跑步,标签:社交普通型 宅属性 吃货"
210,"性别:女,年级:研一,专业:电气,爱好:剪纸,标签:可爱 社交牛逼症 早睡早起"
211,"性别:男,年级:大三,专业:体育,爱好:缝纫 机械 舞蹈 剪纸,标签:温和 吃货 社恐星人 宅属性"
212,"性别:男,年级:大四,专业:医学,爱好:种植 绘画,标签:吃货 可爱"
213,"性别:男,年级:大三,专业:计算机,爱好:绘画 围棋 骑行 剪纸 编程,标签:社恐星人"
214,"性别:男,年级:大四,专业:新闻,爱好:缝纫 足球 动漫 围棋 剪纸,标签:高冷 吃货 宅属性"
215,"性别:男,年级:博士,专业:法学,爱好:动漫 音乐 种植,标签:高冷"
216,"性别:男,年级:研二,专业:通信,爱好:种植 音乐,标签:早睡早起"
217,"性别:女,年级:大二,专业:会计,爱好:种植 骑行 足球 舞蹈,标签:社交牛逼症 运动达人"
218,"性别:女,年级:博士,专业:新闻,爱好:足球 跑步,标签:熬夜的神 可爱"
219,"性别:女,年级:大二,专业:新闻,爱好:天文 机械 舞蹈,标签:社交普通型 高冷 熬夜的神"
220,"性别:女,年级:博士,专业:医学,爱好:绘画 骑行 围棋,标签:可爱"
221,"性别:男,年级:博士,专业:土木,爱好:动漫 剪纸 音乐 足球 机械,标签:技术大牛 温和 熬夜的神 社交牛逼症 镇圈大佬"
222,"性别:男,年级:博士,专业:法学,爱好:围棋,标签:无标签"
223,"性别:男,年级:大一,专业:会计,爱好:跑步,标签:早睡早起"
224,"性别:女,年级:研一,专业:生物,爱好:围棋 种植 缝纫,标签:段子手 高冷 社恐星人"
225,"性别:男,年级:研二,专业:通信,爱好:足球 编程 种植,标签:社交普通型 宅属性 技术大牛 吃货"
226,"性别:男,年级:大二,专业:生物,爱好:音乐 羽毛球 足球 绘画 缝纫,标签:社交普通型 镇圈大佬 运动达人 可爱"
227,"性别:女,年级:研三,专业:医学,爱好:剪纸,标签:段子手 熬夜的神"
228,"性别:女,年级:大四,专业:法学,爱好:足球 种植 缝纫,标签:宅属性 作息规律"
229,"性别:女,年级:研一,专业:土木,爱好:种植 舞蹈 机械 缝纫 音乐,标签:宅属性 可爱 熬夜的神 段子手 镇圈大佬"
230,"性别:女,年级:大三,专业:美术,爱好:足球 编程,标签:宅属性 熬夜的神 吃货 技术大牛"
231,"性别:男,年级:大四,专业:法学,爱好:羽毛球 舞蹈 绘画 足球 骑行,标签:社交普通型 吃货 作息规律"
232,"性别:男,年级:博士,专业:美术,爱好:天文 绘画 骑行 动漫,标签:温和 作息规律"
233,"性别:女,年级:大一,专业:通信,爱好:编程 缝纫 剪纸 羽毛球 天文,标签:温和 早睡早起"
234,"性别:女,年级:大二,专业:土木,爱好:羽毛球 动漫 机械 缝纫,标签:熬夜的神 可爱"
235,"性别:男,年级:博士,专业:生物,爱好:编程,标签:温和 社恐星人 作息规律"
236,"性别:男,年级:大二,专业:法学,爱好:围棋 绘画,标签:宅属性 技术大牛 吃货 可爱"
237,"性别:女,年级:研三,专业:生物,爱好:跑步 编程 围棋,标签:宅属性 运动达人 社交牛逼症 镇圈大佬 吃货"
238,"性别:女,年级:大一,专业:医学,爱好:编程 缝纫 骑行,标签:技术大牛 镇圈大佬"
239,"性别:男,年级:博士,专业:土木,爱好:种植 舞蹈,标签:段子手 高冷 技术大牛 社恐星人"
240,"性别:女,年级:研一,专业:通信,爱好:足球 天文 种植,标签:宅属性 吃货"
241,"性别:男,年级:大一,专业:会计,爱好:围棋 骑行 羽毛球 动漫 编程,标签:温和"
242,"性别:女,年级:大一,专业:会计,爱好:动漫 种植 编程,标签:熬夜的神 吃货"
243,"性别:男,年级:研二,专业:土木,爱好:天文 剪纸 机械 羽毛球 编程,标签:技术大牛 社恐星人 运动达人 可爱"
244,"性别:男,年级:大二,专业:电气,爱好:机械,标签:运动达人 早睡早起 温和 社交牛逼症 镇圈大佬"
245,"性别:女,年级:博士,专业:新闻,爱好:羽毛球 舞蹈 足球 骑行,标签:可爱 段子手 镇圈大佬 早睡早起"
246,"性别:女,年级:博士,专业:法学,爱好:骑行,标签:高冷 技术大牛 社恐星人"
247,"性别:女,年级:大三,专业:土木,爱好:足球 跑步 编程 羽毛球,标签:社交牛逼症"
248,"性别:男,年级:研一,专业:法学,爱好:机械 绘画,标签:高冷 作息规律"
249,"性别:女,年级:大三,专业:会计,爱好:羽毛球,标签:段子手"
250,"性别:女,年级:大一,专业:英语,爱好:骑行 种植,标签:温和 社恐星人"
251,"性别:女,年级:大三,专业:医学,爱好:缝纫 舞蹈 编程 跑步,标签:社交普通型 作息规律"
252,"性别:女,年级:大三,专业:法学,爱好:羽毛球 舞蹈 机械 跑步 动漫,标签:社恐星人 作息规律"
253,"性别:女,年级:博士,专业:会计,爱好:种植 跑步 绘画,标签:高冷 社恐星人"
254,"性别:男,年级:研一,专业:医学,爱好:种植,标签:段子手 可爱 早睡早起 社交普通型 吃货"
255,"性别:男,年级:研三,专业:计算机,爱好:羽毛球 足球 绘画 种植,标签:温和 社交牛逼症 早睡早起"
256,"性别:男,年级:研二,专业:电气,爱好:天文 绘画,标签:温和 熬夜的神 社恐星人"
257,"性别:男,年级:大一,专业:新闻,爱好:天文,标签:熬夜的神"
258,"性别:女,年级:大二,专业:计算机,爱好:音乐 机械 编程,标签:宅属性 熬夜的神 吃货"
259,"性别:女,年级:大四,专业:会计,爱好:音乐,标签:无标签"
260,"性别:男,年级:大四,专业:法学,爱好:骑行 跑步 动漫,标签:温和"
261,"性别:女,年级:博士,专业:英语,爱好:跑步 舞蹈 足球 机械 天文,标签:熬夜的神"
262,"性别:女,年级:大四,专业:计算机,爱好:舞蹈,标签:高冷 社交牛逼症"
263,"性别:男,年级:研一,专业:会计,爱好:绘画 足球 动漫,标签:高冷 技术大牛 社恐星人 早睡早起"
264,"性别:男,年级:大二,专业:计算机,爱好:跑步 天文 足球,标签:宅属性 温和 熬夜的神 社交普通型 吃货"
265,"性别:女,年级:研二,专业:体育,爱好:缝纫 绘画 种植,标签:宅属性 吃货"
266,"性别:女,年级:大三,专业:生物,爱好:缝纫 舞蹈 编程,标签:段子手 宅属性 技术大牛 早睡早起"
267,"性别:男,年级:大三,专业:法学,爱好:绘画,标签:温和 熬夜的神 镇圈大佬"
268,"性别:男,年级:博士,专业:英语,爱好:足球 绘画 种植 舞蹈 编程,标签:段子手 温和 运动达人 早睡早起"
269,"性别:男,年级:研三,专业:会计,爱好:动漫 机械 舞蹈 羽毛球 绘画,标签:社交普通型 镇圈大佬 运动达人"
270,"性别:男,年级:研三,专业:美术,爱好:动漫,标签:早睡早起"
271,"性别:女,年级:大一,专业:医学,爱好:围棋,标签:社交普通型 可爱"
272,"性别:女,年级:研一,专业:通信,爱好:舞蹈 羽毛球 剪纸 天文 缝纫,标签:社交普通型 作息规律"
273,"性别:女,年级:博士,专业:英语,爱好:跑步 绘画 机械,标签:社交普通型 熬夜的神 镇圈大佬 运动达人"
274,"性别:男,年级:大三,专业:生物,爱好:编程,标签:温和 熬夜的神"
275,"性别:男,年级:博士,专业:电气,爱好:音乐,标签:熬夜的神"
276,"性别:男,年级:大三,专业:体育,爱好:天文 围棋 舞蹈,标签:高冷 吃货 宅属性"
277,"性别:女,年级:博士,专业:法学,爱好:机械 音乐 缝纫,标签:社交普通型 运动达人"
278,"性别:男,年级:研一,专业:计算机,爱好:天文 足球 骑行,标签:高冷 技术大牛 运动达人"
279,"性别:女,年级:大一,专业:英语,爱好:剪纸 缝纫 编程 骑行,标签:宅属性 技术大牛 段子手 社交普通型 吃货"
280,"性别:女,年级:研二,专业:电气,爱好:动漫,标签:技术大牛 镇圈大佬 作息规律"
281,"性别:男,年级:研三,专业:计算机,爱好:种植 编程,标签:可爱 早睡早起"
282,"性别:女,年级:研三,专业:医学,爱好:跑步 绘画 足球 缝纫,标签:段子手 宅属性 早睡早起"
283,"性别:女,年级:研二,专业:计算机,爱好:天文,标签:宅属性 熬夜的神 吃货 运动达人"
284,"性别:男,年级:大二,专业:体育,爱好:编程 足球,标签:熬夜的神 吃货"
285,"性别:男,年级:大三,专业:生物,爱好:种植 羽毛球,标签:段子手 技术大牛 社交牛逼症"
286,"性别:女,年级:博士,专业:计算机,爱好:编程 跑步 天文 剪纸 种植,标签:社交普通型 温和 吃货 宅属性"
287,"性别:女,年级:博士,专业:医学,爱好:绘画 剪纸 编程,标签:作息规律"
288,"性别:男,年级:大一,专业:土木,爱好:舞蹈 天文,标签:社交普通型 宅属性 吃货"
289,"性别:女,年级:博士,专业:会计,爱好:围棋 缝纫 足球 天文 机械,标签:宅属性 技术大牛 吃货 运动达人"
290,"性别:男,年级:大三,专业:通信,爱好:编程 跑步 骑行,标签:社交普通型 宅属性 早睡早起"
291,"性别:男,年级:研一,专业:计算机,爱好:机械 剪纸,标签:技术大牛 运动达人"
292,"性别:女,年级:研一,专业:电气,爱好:机械 剪纸 种植,标签:宅属性 可爱 作息规律 社交普通型 吃货"
293,"性别:男,年级:大四,专业:计算机,爱好:缝纫 羽毛球 骑行,标签:温和 熬夜的神 社恐星人 吃货"
294,"性别:女,年级:大二,专业:英语,爱好:羽毛球 音乐 足球 绘画 围棋,标签:段子手 早睡早起"
295,"性别:女,年级:研三,专业:通信,爱好:剪纸 绘画 围棋,标签:早睡早起"
296,"性别:女,年级:博士,专业:美术,爱好:缝纫 围棋 足球 跑步,标签:宅属性"
297,"性别:男,年级:博士,专业:美术,爱好:剪纸,标签:段子手 技术大牛 作息规律"
298,"性别:男,年级:研三,专业:医学,爱好:音乐 种植 绘画 骑行 剪纸,标签:作息规律"
299,"性别:男,年级:大二,专业:通信,爱好:足球 剪纸 跑步 编程 天文,标签:高冷"
300,"性别:男,年级:大三,专业:美术,爱好:缝纫 剪纸 绘画 天文 围棋,标签:高冷"
301,"性别:男,年级:博士,专业:医学,爱好:羽毛球 足球,标签:高冷"
302,"性别:男,年级:研一,专业:美术,爱好:机械,标签:镇圈大佬 运动达人"
303,"性别:女,年级:研一,专业:电气,爱好:动漫 跑步 剪纸 绘画 舞蹈,标签:宅属性 吃货 早睡早起"
304,"性别:男,年级:博士,专业:会计,爱好:种植 绘画,标签:社交牛逼症"
305,"性别:男,年级:大一,专业:体育,爱好:羽毛球,标签:社恐星人 运动达人"
306,"性别:男,年级:大二,专业:体育,爱好:缝纫 机械 动漫,标签:技术大牛 社恐星人 可爱 早睡早起 段子手"
307,"性别:男,年级:研一,专业:体育,爱好:舞蹈 编程 围棋 跑步 足球,标签:技术大牛 社交牛逼症 运动达人"
308,"性别:女,年级:大二,专业:会计,爱好:动漫 音乐 种植 围棋 剪纸,标签:社交普通型 段子手"
309,"性别:女,年级:研二,专业:通信,爱好:跑步 音乐,标签:社交牛逼症"
310,"性别:女,年级:大四,专业:生物,爱好:绘画,标签:高冷 吃货"
311,"性别:女,年级:博士,专业:英语,爱好:足球 跑步,标签:社交牛逼症 早睡早起"
312,"性别:女,年级:研一,专业:医学,爱好:编程 羽毛球 舞蹈 天文,标签:高冷 运动达人 作息规律 社交牛逼症 段子手"
313,"性别:女,年级:研一,专业:体育,爱好:骑行 种植 动漫,标签:社交牛逼症"
314,"性别:女,年级:大一,专业:生物,爱好:编程 缝纫 绘画 剪纸 羽毛球,标签:社交普通型"
315,"性别:男,年级:研一,专业:新闻,爱好:骑行,标签:段子手 技术大牛 早睡早起"
316,"性别:男,年级:大一,专业:体育,爱好:动漫 编程,标签:宅属性 社恐星人 作息规律"
317,"性别:女,年级:大一,专业:电气,爱好:跑步 羽毛球,标签:宅属性 高冷 早睡早起 镇圈大佬 吃货"
318,"性别:男,年级:研一,专业:英语,爱好:种植,标签:可爱"
319,"性别:女,年级:研一,专业:会计,爱好:编程 剪纸,标签:高冷 镇圈大佬"
320,"性别:男,年级:研一,专业:新闻,爱好:缝纫,标签:段子手 熬夜的神 技术大牛"
321,"性别:女,年级:研二,专业:美术,爱好:羽毛球 音乐 编程 天文 动漫,标签:社交普通型 高冷 技术大牛 段子手"
322,"性别:女,年级:大二,专业:通信,爱好:缝纫 跑步 音乐,标签:社交普通型 高冷"
323,"性别:男,年级:博士,专业:通信,爱好:围棋 舞蹈 缝纫 剪纸,标签:宅属性 吃货 社交牛逼症"
324,"性别:男,年级:研一,专业:体育,爱好:围棋 跑步 剪纸 编程,标签:社交普通型 温和"
325,"性别:男,年级:大四,专业:计算机,爱好:骑行 舞蹈 围棋 音乐 足球,标签:宅属性 镇圈大佬 运动达人"
326,"性别:女,年级:研三,专业:通信,爱好:种植 动漫 骑行,标签:运动达人"
327,"性别:男,年级:博士,专业:通信,爱好:跑步 骑行 天文,标签:段子手 温和 运动达人"
328,"性别:男,年级:大一,专业:会计,爱好:足球 种植 动漫 舞蹈,标签:段子手"
329,"性别:女,年级:研二,专业:通信,爱好:剪纸,标签:段子手 技术大牛 社恐星人 早睡早起"
330,"性别:男,年级:研一,专业:医学,爱好:音乐 动漫 种植,标签:无标签"
331,"性别:女,年级:大一,专业:英语,爱好:足球 音乐 机械 跑步,标签:无标签"
332,"性别:女,年级:大一,专业:法学,爱好:机械 舞蹈 羽毛球 剪纸 缝纫,标签:高冷 作息规律 宅属性"
333,"性别:男,年级:研三,专业:通信,爱好:机械 种植 天文 动漫,标签:温和 吃货"
334,"性别:男,年级:大四,专业:电气,爱好:剪纸,标签:段子手 运动达人"
335,"性别:女,年级:大一,专业:医学,爱好:音乐 足球 天文,标签:社交普通型 技术大牛"
336,"性别:男,年级:研一,专业:法学,爱好:机械 羽毛球 跑步 围棋,标签:技术大牛 吃货 社交牛逼症"
337,"性别:女,年级:大一,专业:电气,爱好:绘画 音乐 跑步 种植 缝纫,标签:高冷 作息规律"
338,"性别:女,年级:研三,专业:英语,爱好:剪纸 绘画 机械 足球,标签:宅属性 吃货"
339,"性别:男,年级:大三,专业:生物,爱好:编程 羽毛球 舞蹈 天文,标签:熬夜的神 吃货 可爱"
340,"性别:男,年级:大二,专业:美术,爱好:动漫 缝纫,标签:段子手"
341,"性别:男,年级:大一,专业:生物,爱好:缝纫 绘画 编程,标签:技术大牛 运动达人"
342,"性别:女,年级:研三,专业:体育,爱好:天文 种植,标签:宅属性 早睡早起 温和 社交普通型 吃货"
343,"性别:男,年级:研三,专业:生物,爱好:缝纫 围棋 天文,标签:宅属性 吃货 社交牛逼症 可爱"
344,"性别:女,年级:研二,专业:电气,爱好:缝纫,标签:作息规律"
345,"性别:男,年级:博士,专业:美术,爱好:骑行,标签:社交牛逼症"
346,"性别:男,年级:博士,专业:电气,爱好:缝纫,标签:段子手 可爱 运动达人 早睡早起 社交普通型"
347,"性别:男,年级:研二,专业:土木,爱好:绘画 动漫,标签:早睡早起"
348,"性别:女,年级:博士,专业:体育,爱好:机械 骑行 舞蹈 跑步,标签:社交普通型 吃货 运动达人 早睡早起"
349,"性别:男,年级:大一,专业:新闻,爱好:编程 动漫 足球 机械 种植,标签:宅属性 作息规律 运动达人 社交牛逼症 镇圈大佬 吃货"
350,"性别:男,年级:大二,专业:土木,爱好:骑行 缝纫 羽毛球,标签:高冷 技术大牛"
351,"性别:女,年级:大一,专业:土木,爱好:跑步 音乐 舞蹈 绘画 足球,标签:技术大牛 社交牛逼症"
352,"性别:女,年级:大一,专业:电气,爱好:围棋 跑步 机械,标签:温和 社恐星人 运动达人"
353,"性别:女,年级:研一,专业:电气,爱好:编程,标签:社交普通型 高冷 镇圈大佬 运动达人"
354,"性别:女,年级:大四,专业:体育,爱好:足球 缝纫 天文 绘画 机械,标签:宅属性 技术大牛 社恐星人 可爱 作息规律 镇圈大佬 吃货"
355,"性别:男,年级:研一,专业:计算机,爱好:天文 编程 缝纫 跑步,标签:宅属性 吃货 社交牛逼症 运动达人"
356,"性别:女,年级:大二,专业:美术,爱好:跑步 编程 舞蹈 种植 绘画,标签:无标签"
357,"性别:男,年级:大一,专业:会计,爱好:剪纸 缝纫 编程 天文 种植,标签:温和 吃货 宅属性"
358,"性别:女,年级:研二,专业:通信,爱好:骑行,标签:宅属性 吃货"
359,"性别:男,年级:大一,专业:生物,爱好:种植 羽毛球 缝纫 机械 骑行,标签:宅属性 吃货 可爱"
360,"性别:男,年级:大二,专业:医学,爱好:足球 种植 绘画 天文,标签:宅属性 高冷 早睡早起 段子手 吃货"
361,"性别:女,年级:大四,专业:美术,爱好:缝纫 跑步 机械 足球 编程,标签:高冷 社交牛逼症 作息规律"
362,"性别:男,年级:大二,专业:计算机,爱好:机械,标签:高冷"
363,"性别:女,年级:研三,专业:法学,爱好:种植 天文 围棋 机械,标签:可爱 宅属性 吃货 早睡早起"
364,"性别:女,年级:大四,专业:土木,爱好:羽毛球,标签:高冷 技术大牛 社恐星人 运动达人"
365,"性别:男,年级:研一,专业:会计,爱好:跑步 绘画 机械,标签:社交普通型 熬夜的神 可爱"
366,"性别:女,年级:大四,专业:通信,爱好:足球 动漫 舞蹈 音乐,标签:社交普通型"
367,"性别:女,年级:大二,专业:英语,爱好:音乐 编程,标签:段子手 宅属性 吃货 可爱"
368,"性别:男,年级:大三,专业:法学,爱好:音乐,标签:温和 作息规律"
369,"性别:女,年级:大二,专业:体育,爱好:动漫 羽毛球,标签:社交普通型 温和 吃货 宅属性"
370,"性别:男,年级:研一,专业:医学,爱好:围棋 缝纫 剪纸,标签:社交普通型 段子手 运动达人 早睡早起"
371,"性别:女,年级:博士,专业:计算机,爱好:羽毛球,标签:宅属性 吃货"
372,"性别:女,年级:大二,专业:计算机,爱好:音乐 舞蹈 骑行 动漫,标签:宅属性 吃货 社恐星人"
373,"性别:男,年级:研三,专业:新闻,爱好:动漫 跑步 种植 机械 舞蹈,标签:熬夜的神"
374,"性别:男,年级:研三,专业:法学,爱好:剪纸 舞蹈 骑行 动漫 音乐,标签:可爱 运动达人 社交牛逼症 作息规律"
375,"性别:男,年级:博士,专业:会计,爱好:动漫 剪纸,标签:段子手 吃货"
376,"性别:男,年级:大四,专业:法学,爱好:骑行 剪纸 跑步 天文 绘画,标签:可爱 作息规律"
377,"性别:女,年级:博士,专业:英语,爱好:骑行 绘画 跑步,标签:社交普通型 熬夜的神"
378,"性别:男,年级:大一,专业:法学,爱好:天文 动漫 绘画 舞蹈,标签:熬夜的神 运动达人"
379,"性别:男,年级:大一,专业:医学,爱好:足球 机械 绘画,标签:社恐星人"
380,"性别:女,年级:研二,专业:美术,爱好:围棋 机械 音乐 羽毛球,标签:段子手 社交牛逼症"
381,"性别:男,年级:大一,专业:法学,爱好:音乐 足球 动漫 跑步,标签:段子手 技术大牛 吃货 早睡早起"
382,"性别:男,年级:大三,专业:新闻,爱好:缝纫 编程 舞蹈 围棋 足球,标签:段子手 技术大牛"
383,"性别:女,年级:研三,专业:会计,爱好:缝纫 跑步 天文 羽毛球 围棋,标签:社交普通型 温和 段子手"
384,"性别:男,年级:研二,专业:新闻,爱好:羽毛球 天文 围棋 音乐 跑步,标签:熬夜的神 社恐星人"
385,"性别:女,年级:大三,专业:生物,爱好:围棋 足球,标签:社交牛逼症 可爱"
386,"性别:男,年级:大三,专业:新闻,爱好:缝纫 羽毛球 骑行,标签:可爱 吃货 社恐星人 作息规律"
387,"性别:女,年级:研二,专业:新闻,爱好:缝纫 绘画 天文 骑行 机械,标签:宅属性 技术大牛 运动达人 社交牛逼症 吃货"
388,"性别:女,年级:研三,专业:电气,爱好:动漫 骑行 缝纫 围棋 编程,标签:宅属性 技术大牛 运动达人 可爱"
389,"性别:男,年级:博士,专业:会计,爱好:种植 缝纫,标签:温和 熬夜的神 吃货"
390,"性别:男,年级:大一,专业:通信,爱好:绘画 足球,标签:技术大牛 作息规律 温和 社交牛逼症 段子手"
391,"性别:男,年级:研三,专业:计算机,爱好:音乐 机械,标签:宅属性 吃货 社恐星人"
392,"性别:男,年级:研二,专业:新闻,爱好:种植 天文 缝纫,标签:镇圈大佬"
393,"性别:女,年级:大一,专业:土木,爱好:编程 动漫 缝纫,标签:社交普通型 可爱"
394,"性别:女,年级:研二,专业:英语,爱好:缝纫 编程 舞蹈 绘画,标签:段子手 吃货 社交牛逼症 运动达人"
395,"性别:女,年级:大二,专业:会计,爱好:编程,标签:宅属性 技术大牛 高冷 作息规律 运动达人 社交普通型 吃货"
396,"性别:女,年级:博士,专业:法学,爱好:足球,标签:无标签"
397,"性别:男,年级:研一,专业:体育,爱好:动漫 羽毛球 围棋,标签:熬夜的神 可爱"
398,"性别:男,年级:大四,专业:会计,爱好:足球 羽毛球 种植,标签:作息规律"
399,"性别:男,年级:研一,专业:医学,爱好:舞蹈 机械 足球 羽毛球 天文,标签:高冷 运动达人"
